time_start;time_end;delta_directory;table_name
2024-08-18 12:41:48.102908;2024-08-18 12:41:48.272628;1000;md_account_d
2024-08-18 12:42:40.863915;2024-08-18 12:42:41.259671;1001;md_account_d
2024-08-18 12:42:46.190288;2024-08-18 12:42:46.538680;1002;md_account_d
2024-08-18 12:42:51.209623;2024-08-18 12:42:51.947570;1003;md_account_d
2024-08-18 12:44:16.675521;2024-08-18 12:44:17.131789;1004;md_account_d
